[0, 1.6689300537109375e-06]
[959, 0.006865978240966797]
[960, 0.00663447380065918]
[961, 0.0066492557525634766]
[962, 0.00666046142578125]
[963, 0.006654024124145508]
[964, 0.006681919097900391]
[965, 0.006821155548095703]
[966, 0.006788969039916992]
[967, 0.0067005157470703125]
[968, 0.0066852569580078125]
[969, 0.006727457046508789]
[970, 0.006742238998413086]
[971, 0.006992816925048828]
[972, 0.006902456283569336]
[973, 0.006791591644287109]
[974, 0.006789207458496094]
[975, 0.00681757926940918]
[976, 0.0067980289459228516]
[977, 0.006933450698852539]
[978, 0.006799936294555664]
[979, 0.006923675537109375]
[980, 0.0068683624267578125]
[981, 0.006793022155761719]
[982, 0.006815910339355469]
[983, 0.006943941116333008]
[984, 0.007049560546875]
[985, 0.006908416748046875]
[986, 0.0069408416748046875]
[987, 0.00709843635559082]
[988, 0.006864786148071289]
[989, 0.007007122039794922]
[990, 0.0068950653076171875]
[991, 0.006913185119628906]
[992, 0.0069255828857421875]
[993, 0.006896018981933594]
[994, 0.007030963897705078]
[995, 0.007148027420043945]
[996, 0.007300138473510742]
[997, 0.0071756839752197266]
[998, 0.006995677947998047]
[999, 0.007082223892211914]
[1000, 0.00701451301574707]
[1001, 0.007112741470336914]
[1002, 0.0071713924407958984]
[1003, 0.007195711135864258]
[1004, 0.007030963897705078]
[1005, 0.007169485092163086]
[1006, 0.007218599319458008]
[1007, 0.007197380065917969]
[1008, 0.007426023483276367]
[1009, 0.007298946380615234]
[1010, 0.0074350833892822266]
[1011, 0.007065296173095703]
[1012, 0.00734257698059082]
[1013, 0.007170438766479492]
[1014, 0.007102251052856445]
[1015, 0.007239341735839844]
[1016, 0.007164716720581055]
[1017, 0.007354736328125]
[1018, 0.0074005126953125]
[1019, 0.007158517837524414]
[1020, 0.007130146026611328]
[1021, 0.0074307918548583984]
[1022, 0.007161855697631836]
[1023, 0.007219076156616211]
[1024, 0.007386207580566406]
[1025, 0.0071980953216552734]
[1026, 0.007277011871337891]
[1027, 0.007209062576293945]
[1028, 0.007219076156616211]
[1029, 0.007243633270263672]
[1030, 0.007409572601318359]
[1031, 0.007289886474609375]
[1032, 0.007451057434082031]
[1033, 0.00727081298828125]
[1034, 0.007308244705200195]
[1035, 0.007584333419799805]
[1036, 0.007518291473388672]
[1037, 0.007332563400268555]
[1038, 0.0074155330657958984]
[1039, 0.007334232330322266]
[1040, 0.007487058639526367]
[1041, 0.007626533508300781]
[1042, 0.0075397491455078125]
[1043, 0.007399320602416992]
[1044, 0.007354259490966797]
[1045, 0.007393836975097656]
[1046, 0.007591962814331055]
[1047, 0.007543325424194336]
[1048, 0.007729768753051758]
[1049, 0.007455110549926758]
[1050, 0.0074503421783447266]
[1051, 0.007482767105102539]
[1052, 0.0074689388275146484]
[1053, 0.007513999938964844]
[1054, 0.007773160934448242]
[1055, 0.007501363754272461]
[1056, 0.007505893707275391]
[1057, 0.007559299468994141]
[1058, 0.007539033889770508]
[1059, 0.007816791534423828]
[1060, 0.007651805877685547]
[1061, 0.0075342655181884766]
[1062, 0.007562398910522461]
[1063, 0.007941007614135742]
[1064, 0.007624387741088867]
[1065, 0.007543325424194336]
[1066, 0.008001089096069336]
[1067, 0.007600545883178711]
[1068, 0.0076067447662353516]
[1069, 0.007838249206542969]
[1070, 0.007678508758544922]
[1071, 0.007700920104980469]
[1072, 0.008134126663208008]
[1073, 0.007607936859130859]
[1074, 0.007936954498291016]
[1075, 0.007732868194580078]
[1076, 0.007791757583618164]
[1077, 0.00789642333984375]
[1078, 0.008006572723388672]
[1079, 0.007724285125732422]
[1080, 0.0077517032623291016]
[1081, 0.007745265960693359]
[1082, 0.007760047912597656]
[1083, 0.008247137069702148]
[1084, 0.0078122615814208984]
[1085, 0.008066177368164062]
[1086, 0.007854223251342773]
[1087, 0.008092641830444336]
[1088, 0.007972240447998047]
[1089, 0.007807731628417969]
[1090, 0.007827997207641602]
[1091, 0.007828474044799805]
[1092, 0.008019447326660156]
[1093, 0.008080005645751953]
[1094, 0.00784158706665039]
[1095, 0.007822990417480469]
[1096, 0.008272886276245117]
[1097, 0.008124828338623047]
[1098, 0.007908105850219727]
[1099, 0.007885456085205078]
[1100, 0.007886886596679688]
[1101, 0.008234739303588867]
[1102, 0.008029937744140625]
[1103, 0.007921457290649414]
[1104, 0.008124589920043945]
[1105, 0.007954120635986328]
[1106, 0.008040189743041992]
[1107, 0.008083105087280273]
[1108, 0.00815439224243164]
[1109, 0.007999420166015625]
[1110, 0.008143901824951172]
[1111, 0.008219242095947266]
[1112, 0.008080720901489258]
[1113, 0.00816965103149414]
[1114, 0.008058786392211914]
[1115, 0.008244991302490234]
[1116, 0.008336782455444336]
[1117, 0.008233308792114258]
[1118, 0.008127212524414062]
[1119, 0.008309125900268555]
[1120, 0.008442163467407227]
[1121, 0.008607149124145508]
[1122, 0.00815129280090332]
[1123, 0.008332490921020508]
[1124, 0.008214235305786133]
[1125, 0.008167743682861328]
[1126, 0.008344888687133789]
[1127, 0.008243083953857422]
[1128, 0.008191347122192383]
[1129, 0.008328437805175781]
[1130, 0.008530616760253906]
[1131, 0.00845789909362793]
[1132, 0.008291006088256836]
[1133, 0.008367538452148438]
[1134, 0.00824427604675293]
[1135, 0.008289337158203125]
[1136, 0.008513689041137695]
[1137, 0.008378267288208008]
[1138, 0.008289098739624023]
[1139, 0.00844883918762207]
[1140, 0.008592844009399414]
[1141, 0.008318662643432617]
[1142, 0.008371591567993164]
[1143, 0.008563756942749023]
[1144, 0.008692026138305664]
[1145, 0.008538484573364258]
[1146, 0.008360147476196289]
[1147, 0.008625268936157227]
[1148, 0.008400678634643555]
[1149, 0.008593082427978516]
[1150, 0.008669376373291016]
[1151, 0.008470296859741211]
[1152, 0.008371353149414062]
[1153, 0.008444547653198242]
[1154, 0.008961677551269531]
[1155, 0.008973836898803711]
[1156, 0.008483648300170898]
[1157, 0.008519172668457031]
[1158, 0.008617639541625977]
[1159, 0.00881814956665039]
[1160, 0.00912332534790039]
[1161, 0.008844375610351562]
[1162, 0.008573770523071289]
[1163, 0.008602142333984375]
[1164, 0.008627891540527344]
[1165, 0.009054899215698242]
[1166, 0.008685588836669922]
[1167, 0.008619070053100586]
[1168, 0.008596181869506836]
[1169, 0.008648872375488281]
[1170, 0.009138107299804688]
[1171, 0.008939027786254883]
[1172, 0.008691072463989258]
[1173, 0.008662223815917969]
[1174, 0.008816003799438477]
[1175, 0.009213924407958984]
[1176, 0.008794069290161133]
[1177, 0.008716583251953125]
[1178, 0.008716583251953125]
[1179, 0.008810758590698242]
[1180, 0.009236335754394531]
[1181, 0.008747577667236328]
[1182, 0.008767843246459961]
[1183, 0.008868694305419922]
[1184, 0.008821725845336914]
[1185, 0.009419441223144531]
[1186, 0.00880742073059082]
[1187, 0.008774518966674805]
[1188, 0.008898258209228516]
[1189, 0.008901357650756836]
[1190, 0.00973367691040039]
[1191, 0.008914947509765625]
[1192, 0.008987903594970703]
[1193, 0.008857250213623047]
[1194, 0.008853673934936523]
[1195, 0.009586572647094727]
[1196, 0.009027957916259766]
[1197, 0.009150981903076172]
[1198, 0.00914907455444336]
[1199, 0.009021759033203125]
[1200, 0.011984586715698242]
[1201, 0.009295463562011719]
[1202, 0.009004354476928711]
[1203, 0.00929880142211914]
[1204, 0.008982419967651367]
[1205, 0.00952458381652832]
[1206, 0.009119033813476562]
[1207, 0.009057283401489258]
[1208, 0.008981704711914062]
[1209, 0.00933218002319336]
[1210, 0.009539365768432617]
[1211, 0.009060144424438477]
[1212, 0.009060144424438477]
[1213, 0.009038209915161133]
[1214, 0.009107828140258789]
[1215, 0.009631156921386719]
[1216, 0.009094715118408203]
[1217, 0.009268522262573242]
[1218, 0.009345293045043945]
[1219, 0.009217262268066406]
[1220, 0.009450197219848633]
[1221, 0.00911259651184082]
[1222, 0.009125232696533203]
[1223, 0.009490013122558594]
[1224, 0.009176492691040039]
[1225, 0.009681463241577148]
[1226, 0.009231328964233398]
[1227, 0.009517669677734375]
[1228, 0.009184122085571289]
[1229, 0.009270906448364258]
[1230, 0.009920835494995117]
[1231, 0.009589672088623047]
[1232, 0.009310245513916016]
[1233, 0.009250879287719727]
[1234, 0.009284257888793945]
[1235, 0.009877681732177734]
[1236, 0.009865283966064453]
[1237, 0.009477376937866211]
[1238, 0.009603500366210938]
[1239, 0.009313344955444336]
[1240, 0.00947260856628418]
[1241, 0.00972437858581543]
[1242, 0.00939321517944336]
[1243, 0.009357690811157227]
[1244, 0.009330511093139648]
[1245, 0.010027408599853516]
[1246, 0.009611129760742188]
[1247, 0.009334325790405273]
[1248, 0.009392499923706055]
[1249, 0.009671449661254883]
[1250, 0.00940251350402832]
[1251, 0.009855508804321289]
[1252, 0.00938868522644043]
[1253, 0.009551048278808594]
[1254, 0.009413957595825195]
[1255, 0.009475946426391602]
[1256, 0.009482383728027344]
[1257, 0.009421348571777344]
[1258, 0.010425329208374023]
[1259, 0.009485960006713867]
[1260, 0.009603261947631836]
[1261, 0.009882688522338867]
[1262, 0.009732246398925781]
[1263, 0.009679555892944336]
[1264, 0.009669780731201172]
[1265, 0.00957798957824707]
[1266, 0.009625434875488281]
[1267, 0.009580850601196289]
[1268, 0.009758472442626953]
[1269, 0.009658098220825195]
[1270, 0.009591341018676758]
[1271, 0.010046720504760742]
[1272, 0.009556055068969727]
[1273, 0.009983301162719727]
[1274, 0.009970426559448242]
[1275, 0.009876489639282227]
[1276, 0.009665250778198242]
[1277, 0.009649991989135742]
[1278, 0.010367393493652344]
[1279, 0.009768009185791016]
[1280, 0.009677410125732422]
[1281, 0.009757041931152344]
[1282, 0.009710550308227539]
[1283, 0.010133504867553711]
[1284, 0.009725570678710938]
[1285, 0.009743690490722656]
[1286, 0.009730815887451172]
[1287, 0.009735107421875]
[1288, 0.010141372680664062]
[1289, 0.009809494018554688]
[1290, 0.009839773178100586]
[1291, 0.010049104690551758]
[1292, 0.009853601455688477]
[1293, 0.010096311569213867]
[1294, 0.009797096252441406]
[1295, 0.010091781616210938]
[1296, 0.009843826293945312]
[1297, 0.009834051132202148]
[1298, 0.010510444641113281]
[1299, 0.009916067123413086]
[1300, 0.009869575500488281]
[1301, 0.0099029541015625]
[1302, 0.010153532028198242]
[1303, 0.009949207305908203]
[1304, 0.010254621505737305]
[1305, 0.010152101516723633]
[1306, 0.010003328323364258]
[1307, 0.010028839111328125]
[1308, 0.010235071182250977]
[1309, 0.010453462600708008]
[1310, 0.010121583938598633]
[1311, 0.01008915901184082]
[1312, 0.010363578796386719]
[1313, 0.010378122329711914]
[1314, 0.010222673416137695]
[1315, 0.010052919387817383]
[1316, 0.012326478958129883]
[1317, 0.010177135467529297]
[1318, 0.010557889938354492]
[1319, 0.010079622268676758]
[1320, 0.010415792465209961]
[1321, 0.010201692581176758]
[1322, 0.010166645050048828]
[1323, 0.0103302001953125]
[1324, 0.01203298568725586]
[1325, 0.010286569595336914]
[1326, 0.010235309600830078]
[1327, 0.010411262512207031]
[1328, 0.011488914489746094]
[1329, 0.010244131088256836]
[1330, 0.010232925415039062]
[1331, 0.010192394256591797]
[1332, 0.011421918869018555]
[1333, 0.010339975357055664]
[1334, 0.010350942611694336]
[1335, 0.010346412658691406]
[1336, 0.011448860168457031]
[1337, 0.010273456573486328]
[1338, 0.010341167449951172]
[1339, 0.010410070419311523]
[1340, 0.011250972747802734]
[1341, 0.010917901992797852]
[1342, 0.010575294494628906]
[1343, 0.010335922241210938]
[1344, 0.011147022247314453]
[1345, 0.010586023330688477]
[1346, 0.010401487350463867]
[1347, 0.01070404052734375]
[1348, 0.011786699295043945]
[1349, 0.010947942733764648]
[1350, 0.010816335678100586]
[1351, 0.012925863265991211]
[1352, 0.011107444763183594]
[1353, 0.010417938232421875]
[1354, 0.010492086410522461]
[1355, 0.012247085571289062]
[1356, 0.010677099227905273]
[1357, 0.011026620864868164]
[1358, 0.010677099227905273]
[1359, 0.012309551239013672]
[1360, 0.010802984237670898]
[1361, 0.01061248779296875]
[1362, 0.0105743408203125]
[1363, 0.011997222900390625]
[1364, 0.010551691055297852]
[1365, 0.010522842407226562]
[1366, 0.01059722900390625]
[1367, 0.010805606842041016]
[1368, 0.010657548904418945]
[1369, 0.010874271392822266]
[1370, 0.010632991790771484]
[1371, 0.010761260986328125]
[1372, 0.010713338851928711]
[1373, 0.010702133178710938]
[1374, 0.010766744613647461]
[1375, 0.010989665985107422]
[1376, 0.010792970657348633]
[1377, 0.010703086853027344]
[1378, 0.010756254196166992]
[1379, 0.011187076568603516]
[1380, 0.010694026947021484]
[1381, 0.010889530181884766]
[1382, 0.01125645637512207]
[1383, 0.01082301139831543]
[1384, 0.010765314102172852]
[1385, 0.010860681533813477]
[1386, 0.010801553726196289]
[1387, 0.011140584945678711]
[1388, 0.010979890823364258]
[1389, 0.011020183563232422]
[1390, 0.01086115837097168]
[1391, 0.011040925979614258]
[1392, 0.010809898376464844]
[1393, 0.010773897171020508]
[1394, 0.01101994514465332]
[1395, 0.010916948318481445]
[1396, 0.011353254318237305]
[1397, 0.011042594909667969]
[1398, 0.010819196701049805]
[1399, 0.01103663444519043]
[1400, 0.01095128059387207]
[1401, 0.01091313362121582]
[1402, 0.011186599731445312]
[1403, 0.010980844497680664]
[1404, 0.011066675186157227]
[1405, 0.011217594146728516]
[1406, 0.011126041412353516]
[1407, 0.011087179183959961]
[1408, 0.011081457138061523]
[1409, 0.011007070541381836]
[1410, 0.011042118072509766]
[1411, 0.011208057403564453]
[1412, 0.011064291000366211]
[1413, 0.011007547378540039]
[1414, 0.011036872863769531]
[1415, 0.011349678039550781]
[1416, 0.01102590560913086]
[1417, 0.011096477508544922]
[1418, 0.011512041091918945]
[1419, 0.011198759078979492]
[1420, 0.011152029037475586]
[1421, 0.011109113693237305]
[1422, 0.011114120483398438]
[1423, 0.011177539825439453]
[1424, 0.011217355728149414]
[1425, 0.01135110855102539]
[1426, 0.011175870895385742]
[1427, 0.011634111404418945]
[1428, 0.011305809020996094]
[1429, 0.011212587356567383]
[1430, 0.01138162612915039]
[1431, 0.011372089385986328]
[1432, 0.01141357421875]
[1433, 0.011469602584838867]
[1434, 0.011440038681030273]
[1435, 0.01149892807006836]
[1436, 0.011835575103759766]
[1437, 0.011394739151000977]
[1438, 0.011326313018798828]
[1439, 0.011436223983764648]
[1440, 0.01183629035949707]
[1441, 0.01137995719909668]
[1442, 0.011698246002197266]
[1443, 0.011413812637329102]
[1444, 0.011442184448242188]
[1445, 0.012004852294921875]
[1446, 0.011527061462402344]
[1447, 0.011590242385864258]
[1448, 0.011874914169311523]
[1449, 0.011489152908325195]
[1450, 0.011586189270019531]
[1451, 0.011455774307250977]
[1452, 0.011558771133422852]
[1453, 0.011616945266723633]
[1454, 0.011632442474365234]
[1455, 0.011540651321411133]
[1456, 0.012085676193237305]
[1457, 0.0117340087890625]
[1458, 0.01166987419128418]
[1459, 0.011715173721313477]
[1460, 0.011555194854736328]
[1461, 0.012008905410766602]
[1462, 0.011848211288452148]
[1463, 0.011857748031616211]
[1464, 0.011675596237182617]
[1465, 0.011652708053588867]
[1466, 0.012029170989990234]
[1467, 0.01172780990600586]
[1468, 0.011873722076416016]
[1469, 0.011796236038208008]
[1470, 0.01184535026550293]
[1471, 0.011748075485229492]
[1472, 0.011713266372680664]
[1473, 0.011737346649169922]
[1474, 0.011794805526733398]
[1475, 0.011815071105957031]
[1476, 0.01205134391784668]
[1477, 0.012077569961547852]
[1478, 0.011934041976928711]
[1479, 0.011830329895019531]
[1480, 0.011940956115722656]
[1481, 0.011837482452392578]
[1482, 0.012007474899291992]
[1483, 0.011877059936523438]
[1484, 0.012069463729858398]
[1485, 0.01184844970703125]
[1486, 0.012048721313476562]
[1487, 0.01186370849609375]
[1488, 0.011971473693847656]
[1489, 0.011890411376953125]
[1490, 0.012090444564819336]
[1491, 0.011916160583496094]
[1492, 0.011959075927734375]
[1493, 0.011915922164916992]
[1494, 0.012086868286132812]
[1495, 0.011951208114624023]
[1496, 0.011965513229370117]
[1497, 0.012314796447753906]
[1498, 0.01231694221496582]
[1499, 0.012050151824951172]
[1500, 0.01198577880859375]
[1501, 0.012079238891601562]
[1502, 0.012096881866455078]
[1503, 0.012055397033691406]
[1504, 0.012071371078491211]
[1505, 0.012083292007446289]
[1506, 0.01222848892211914]
[1507, 0.012309789657592773]
[1508, 0.012093782424926758]
[1509, 0.012195825576782227]
[1510, 0.012269735336303711]
[1511, 0.012139320373535156]
[1512, 0.012113809585571289]
[1513, 0.012256622314453125]
[1514, 0.012356281280517578]
[1515, 0.012184381484985352]
[1516, 0.01225590705871582]
[1517, 0.012499094009399414]
[1518, 0.01231694221496582]
[1519, 0.012327909469604492]
[1520, 0.01221013069152832]
[1521, 0.012739181518554688]
[1522, 0.01246023178100586]
[1523, 0.012433052062988281]
[1524, 0.012245655059814453]
[1525, 0.01235055923461914]
[1526, 0.012272357940673828]
[1527, 0.01224207878112793]
[1528, 0.012334108352661133]
[1529, 0.012471437454223633]
[1530, 0.01230168342590332]
[1531, 0.012391090393066406]
[1532, 0.012356996536254883]
[1533, 0.012546777725219727]
[1534, 0.012432098388671875]
[1535, 0.012396812438964844]
[1536, 0.012362241744995117]
[1537, 0.012496471405029297]
[1538, 0.012412309646606445]
[1539, 0.012715339660644531]
[1540, 0.012421131134033203]
[1541, 0.01251983642578125]
[1542, 0.012435674667358398]
[1543, 0.012465953826904297]
[1544, 0.012504339218139648]
[1545, 0.012616872787475586]
[1546, 0.012468099594116211]
[1547, 0.012694120407104492]
[1548, 0.01257777214050293]
[1549, 0.012577533721923828]
[1550, 0.012704610824584961]
[1551, 0.012588739395141602]
[1552, 0.01262044906616211]
[1553, 0.012712717056274414]
[1554, 0.012587785720825195]
[1555, 0.01275014877319336]
[1556, 0.012666463851928711]
[1557, 0.013060331344604492]
[1558, 0.012712240219116211]
[1559, 0.012675285339355469]
[1560, 0.012609004974365234]
[1561, 0.012769460678100586]
[1562, 0.012684345245361328]
[1563, 0.01323556900024414]
[1564, 0.012677669525146484]
[1565, 0.013069391250610352]
[1566, 0.012702703475952148]
[1567, 0.012721061706542969]
[1568, 0.01312565803527832]
[1569, 0.012725353240966797]
[1570, 0.012817621231079102]
[1571, 0.012835025787353516]
[1572, 0.012922048568725586]
[1573, 0.012938499450683594]
[1574, 0.013125419616699219]
[1575, 0.01296091079711914]
[1576, 0.012897968292236328]
[1577, 0.012887001037597656]
[1578, 0.013092756271362305]
[1579, 0.012865304946899414]
[1580, 0.013084650039672852]
[1581, 0.012931108474731445]
[1582, 0.012952327728271484]
[1583, 0.01331329345703125]
[1584, 0.012992382049560547]
[1585, 0.012960672378540039]
[1586, 0.013404369354248047]
[1587, 0.013252973556518555]
[1588, 0.013091087341308594]
[1589, 0.013025999069213867]
[1590, 0.013019800186157227]
[1591, 0.013645172119140625]
[1592, 0.01319432258605957]
[1593, 0.013129949569702148]
[1594, 0.013163566589355469]
[1595, 0.013097047805786133]
[1596, 0.013289690017700195]
[1597, 0.013232946395874023]
[1598, 0.013060808181762695]
[1599, 0.0132293701171875]
[1600, 0.013275623321533203]
[1601, 0.013146162033081055]
[1602, 0.013535022735595703]
[1603, 0.013165473937988281]
[1604, 0.01322174072265625]
[1605, 0.01312708854675293]
[1606, 0.013573646545410156]
[1607, 0.013741254806518555]
[1608, 0.013172626495361328]
[1609, 0.01329660415649414]
[1610, 0.013551950454711914]
[1611, 0.013340950012207031]
[1612, 0.013573408126831055]
[1613, 0.013254642486572266]
[1614, 0.013338327407836914]
[1615, 0.01379704475402832]
[1616, 0.013362407684326172]
[1617, 0.013917207717895508]
[1618, 0.013529777526855469]
[1619, 0.013501882553100586]
[1620, 0.013660907745361328]
[1621, 0.013468265533447266]
[1622, 0.013434886932373047]
[1623, 0.013452768325805664]
[1624, 0.013784408569335938]
[1625, 0.013644218444824219]
[1626, 0.014028072357177734]
[1627, 0.013808727264404297]
[1628, 0.014109611511230469]
[1629, 0.013396501541137695]
[1630, 0.013504981994628906]
[1631, 0.013978719711303711]
[1632, 0.013470172882080078]
[1633, 0.013537883758544922]
[1634, 0.013666868209838867]
[1635, 0.013577699661254883]
[1636, 0.013641834259033203]
[1637, 0.013540267944335938]
[1638, 0.013538837432861328]
[1639, 0.013620376586914062]
[1640, 0.013982057571411133]
[1641, 0.013935089111328125]
[1642, 0.014058113098144531]
[1643, 0.0188291072845459]
[1644, 0.016405105590820312]
[1645, 0.01400613784790039]
[1646, 0.013824462890625]
[1647, 0.014140605926513672]
[1648, 0.013672351837158203]
[1649, 0.013765096664428711]
[1650, 0.013663768768310547]
[1651, 0.013693809509277344]
[1652, 0.01373744010925293]
[1653, 0.01397705078125]
[1654, 0.013827085494995117]
[1655, 0.013781547546386719]
[1656, 0.013828516006469727]
[1657, 0.013933658599853516]
[1658, 0.013820409774780273]
[1659, 0.013762950897216797]
[1660, 0.013819456100463867]
[1661, 0.014062643051147461]
[1662, 0.014054298400878906]
[1663, 0.014252662658691406]
[1664, 0.013898134231567383]
[1665, 0.013861417770385742]
[1666, 0.013931512832641602]
[1667, 0.014220476150512695]
[1668, 0.014056921005249023]
[1669, 0.015212059020996094]
[1670, 0.013889312744140625]
[1671, 0.013936281204223633]
[1672, 0.01527857780456543]
[1673, 0.014609336853027344]
[1674, 0.01396632194519043]
[1675, 0.015661001205444336]
[1676, 0.014090776443481445]
[1677, 0.014665365219116211]
[1678, 0.015620708465576172]
[1679, 0.01403045654296875]
[1680, 0.01411128044128418]
[1681, 0.015218973159790039]
[1682, 0.014046430587768555]
[1683, 0.01448822021484375]
[1684, 0.015820741653442383]
[1685, 0.014126062393188477]
[1686, 0.014124870300292969]
[1687, 0.015561103820800781]
[1688, 0.014030694961547852]
[1689, 0.014075756072998047]
[1690, 0.01422262191772461]
[1691, 0.014174222946166992]
[1692, 0.014472007751464844]
[1693, 0.014517068862915039]
[1694, 0.014378070831298828]
[1695, 0.01435708999633789]
[1696, 0.015918493270874023]
[1697, 0.014335155487060547]
[1698, 0.014538288116455078]
[1699, 0.015788793563842773]
[1700, 0.014307737350463867]
[1701, 0.014972925186157227]
[1702, 0.016358613967895508]
[1703, 0.014948844909667969]
[1704, 0.014327526092529297]
[1705, 0.016538381576538086]
[1706, 0.01435399055480957]
[1707, 0.01458883285522461]
[1708, 0.01599431037902832]
[1709, 0.014479398727416992]
[1710, 0.014438867568969727]
[1711, 0.01459193229675293]
[1712, 0.014498710632324219]
[1713, 0.01492166519165039]
[1714, 0.014692068099975586]
[1715, 0.014407634735107422]
[1716, 0.01520991325378418]
[1717, 0.014887809753417969]
[1718, 0.014483451843261719]
[1719, 0.014942646026611328]
[1720, 0.014500617980957031]
[1721, 0.014509201049804688]
[1722, 0.014908552169799805]
[1723, 0.014469623565673828]
[1724, 0.014604806900024414]
[1725, 0.01498866081237793]
[1726, 0.014595508575439453]
[1727, 0.014774560928344727]
[1728, 0.015102863311767578]
[1729, 0.014602422714233398]
[1730, 0.014560461044311523]
[1731, 0.015224218368530273]
[1732, 0.014624834060668945]
[1733, 0.014896869659423828]
[1734, 0.015130996704101562]
[1735, 0.015105962753295898]
[1736, 0.014775514602661133]
[1737, 0.015270709991455078]
[1738, 0.015146970748901367]
[1739, 0.014646291732788086]
[1740, 0.015645980834960938]
[1741, 0.015016794204711914]
[1742, 0.014920949935913086]
[1743, 0.015244483947753906]
[1744, 0.01477956771850586]
[1745, 0.015129804611206055]
[1746, 0.015581369400024414]
[1747, 0.015227794647216797]
[1748, 0.014862060546875]
[1749, 0.015640974044799805]
[1750, 0.014833211898803711]
[1751, 0.014893770217895508]
[1752, 0.015275239944458008]
[1753, 0.015024900436401367]
[1754, 0.014845609664916992]
[1755, 0.015127897262573242]
[1756, 0.015031576156616211]
[1757, 0.014913558959960938]
[1758, 0.015401840209960938]
[1759, 0.015175104141235352]
[1760, 0.015205144882202148]
[1761, 0.015660762786865234]
[1762, 0.015031576156616211]
[1763, 0.01531362533569336]
[1764, 0.015669584274291992]
[1765, 0.015137910842895508]
[1766, 0.015045642852783203]
[1767, 0.015682697296142578]
[1768, 0.015265226364135742]
[1769, 0.015191316604614258]
[1770, 0.015398263931274414]
[1771, 0.015110492706298828]
[1772, 0.015093803405761719]
[1773, 0.015505790710449219]
[1774, 0.015265226364135742]
[1775, 0.015520095825195312]
[1776, 0.015670299530029297]
[1777, 0.015965938568115234]
[1778, 0.015310049057006836]
[1779, 0.015787601470947266]
[1780, 0.015233755111694336]
[1781, 0.015210390090942383]
[1782, 0.015615224838256836]
[1783, 0.015613079071044922]
[1784, 0.015248775482177734]
[1785, 0.015774011611938477]
[1786, 0.015367746353149414]
[1787, 0.015914440155029297]
[1788, 0.015926361083984375]
[1789, 0.015368461608886719]
[1790, 0.015346050262451172]
[1791, 0.015767335891723633]
[1792, 0.015472173690795898]
[1793, 0.01569843292236328]
[1794, 0.015325307846069336]
[1795, 0.015630483627319336]
[1796, 0.015787839889526367]
[1797, 0.015392780303955078]
[1798, 0.015498876571655273]
[1799, 0.015730857849121094]
[1800, 0.01568460464477539]
[1801, 0.01552724838256836]
[1802, 0.01596212387084961]
[1803, 0.015583515167236328]
[1804, 0.015551328659057617]
[1805, 0.016038894653320312]
[1806, 0.015558242797851562]
[1807, 0.01568603515625]
[1808, 0.015912771224975586]
[1809, 0.015620231628417969]
[1810, 0.015574932098388672]
[1811, 0.016047000885009766]
[1812, 0.015609264373779297]
[1813, 0.015678882598876953]
[1814, 0.016028404235839844]
[1815, 0.01560354232788086]
[1816, 0.015556812286376953]
[1817, 0.016088485717773438]
[1818, 0.015923023223876953]
[1819, 0.016234397888183594]
[1820, 0.015949010848999023]
[1821, 0.0155792236328125]
[1822, 0.015721559524536133]
[1823, 0.015795230865478516]
[1824, 0.015774965286254883]
[1825, 0.01569199562072754]
[1826, 0.015910625457763672]
[1827, 0.016278505325317383]
[1828, 0.015798330307006836]
[1829, 0.016373157501220703]
[1830, 0.015737295150756836]
[1831, 0.015779972076416016]
[1832, 0.015908479690551758]
[1833, 0.015898704528808594]
[1834, 0.015743494033813477]
[1835, 0.01609659194946289]
[1836, 0.015825986862182617]
[1837, 0.0158383846282959]
[1838, 0.015982866287231445]
[1839, 0.01586294174194336]
[1840, 0.01586294174194336]
[1841, 0.01599860191345215]
[1842, 0.01589512825012207]
[1843, 0.01597905158996582]
[1844, 0.01603221893310547]
[1845, 0.016009807586669922]
[1846, 0.016408920288085938]
[1847, 0.01595783233642578]
[1848, 0.01602935791015625]
[1849, 0.01627802848815918]
[1850, 0.01592707633972168]
[1851, 0.016015291213989258]
[1852, 0.016211748123168945]
[1853, 0.016124486923217773]
[1854, 0.016433238983154297]
[1855, 0.016463756561279297]
[1856, 0.016048431396484375]
[1857, 0.015980005264282227]
[1858, 0.016286611557006836]
[1859, 0.01613450050354004]
[1860, 0.01624274253845215]
[1861, 0.0162813663482666]
[1862, 0.016100406646728516]
[1863, 0.01610875129699707]
[1864, 0.016447782516479492]
[1865, 0.01661849021911621]
[1866, 0.01622176170349121]
[1867, 0.016385793685913086]
[1868, 0.016190767288208008]
[1869, 0.01625847816467285]
[1870, 0.01636362075805664]
[1871, 0.016326189041137695]
[1872, 0.016193151473999023]
[1873, 0.016555309295654297]
[1874, 0.01641845703125]
[1875, 0.016350269317626953]
[1876, 0.016438007354736328]
[1877, 0.016439437866210938]
[1878, 0.016772985458374023]
[1879, 0.01677870750427246]
[1880, 0.01636195182800293]
[1881, 0.01690387725830078]
[1882, 0.016462326049804688]
[1883, 0.016391754150390625]
[1884, 0.016633272171020508]
[1885, 0.01677536964416504]
[1886, 0.01725172996520996]
[1887, 0.01710224151611328]
[1888, 0.016524553298950195]
[1889, 0.0164794921875]
[1890, 0.016956806182861328]
[1891, 0.016731739044189453]
[1892, 0.01657557487487793]
